


17.0205	2.53007	-0.127176
3.08863	0.121409	2.0094
3.13896	0.355349	-1.79088
2.99852	6.58437	-1.85761
5.24312	0.105436	1.52502
17.6424	0.104049	0.588339
3.00252	2.05548	-2.11518
3.11738	0.560632	1.9676
3.06949	0.642925	-2.21049
4.70929	0.0682058	-1.8916
3.69121	0.0230375	-2.04682
7.28714	0.0336526	2.07768
6.68384	0.130792	-1.59993
3.19924	0.197329	1.96291
3.05056	0.502365	-2.10703
3.20209	0.407244	-1.9047
3.09414	0.42142	-2.07252
17.8302	0.0274665	0.302408
2.9652	0.483819	2.09421
8.33717	0.0229724	0.549601
3.16434	0.845685	-2.01124
3.1138	0.73566	-1.93767
2.97784	0.420807	-1.82678
3.0799	0.27319	-2.01517
3.10252	0.410609	2.03973
3.10925	1.99005	-1.68661
11.1088	0.104646	-0.914647
3.09227	0.301895	2.1055
3.07139	0.221461	2.16068
561.897	13.4141	-0.0241889
3.08091	0.0302694	2.12496
14.7985	0.143304	-0.768198
3.11505	0.448229	-1.86269
3.05592	0.254495	-2.04373
3.08234	0.0798334	1.99998
4.28644	0.00823581	1.94258
3.08511	0.599454	2.15951
7.07187	0.0145457	0.185405
11.1989	0.758152	-1.41838
3.11888	0.276877	-1.8306
3.14683	0.565965	-2.21555
6.30235	0.131783	1.99462
3.05616	0.0731945	1.85914
3.05921	2.43619	-2.05433
8.39492	0.0337479	1.18188
17.8651	0.127586	0.237933
2.96892	0.295561	-2.34264
8.16772	0.0232793	-1.41901
2.99175	0.970824	-2.22009
3.14709	0.769868	-1.90934
3.01252	0.195141	-1.87661
2.38526	0.471721	2.15064
3.04846	0.115424	2.13572
4.66014	0.0144155	-1.84022
2.92667	0.136926	-1.80516
15.1894	0.0679663	0.591382
9.83374	0.20154	-0.582128
3.16528	0.191136	-2.21907
2.95128	0.889638	2.00695
3.03842	0.611032	-2.14621
30.821	0.093351	0.000823335
3.0335	0.3643	1.96048
5.57269	0.135986	-1.61205
3.02367	0.403426	1.96301
3.10268	1.03331	2.0702
3.09524	0.262181	-2.25311
3.5916	0.0679203	-1.88206
2.53288	0.0705115	2.15889
3.15862	0.982768	-2.18448
3.06151	0.447296	-2.05496
12.2309	0.354111	-1.49541
3.13142	0.314496	-2.03926
3.94462	0.795795	-1.47393
3.06942	0.521146	1.92203
3.05119	0.473882	-1.86141
3.15735	0.0258327	-1.92986
11.9293	0.169428	-0.697952
2.92312	0.616942	2.05911
3.08151	0.332248	2.03624
3.88062	6.74774	-0.717538
3.02421	0.235644	-1.93344
3.37813	0.94085	-2.38329
3.07253	0.390922	2.09723
14.5147	0.359681	1.42934
3.10524	0.175958	-2.08477
15.0592	0.179901	-0.120273
13.9057	0.208907	-1.30076
3.12838	1.05018	1.79173
4.87584	0.419634	-1.93645
3.08439	0.329873	-1.99113
16.901	6.49807	-0.384539
3.06756	0.695013	1.79482
18.0528	0.16383	-0.277667
8.49925	0.124546	0.402613
3.26015	0.446748	-2.09622
3.13368	0.0361073	1.99481
27.3637	0.721773	-0.488664
2.95115	0.328653	-2.15144
3.07985	0.126381	-2.09275
9.84251	0.716987	0.373808
3.08843	0.212106	1.79555
3.13384	0.369897	-2.25832
17.1788	0.666835	-0.520565
3.09752	0.416743	-1.99861
2.85387	0.207944	-2.23571
8.717	0.267242	-1.56949
3.082	0.446596	-2.02439
3.10765	0.584777	1.90464
22.2689	0.367069	-0.695336
3.07631	0.0325803	2.00397
3.17305	0.620582	-2.0157
3.04571	0.613434	-2.00787
3.08938	0.0528992	-2.24415
5.41524	0.0353457	1.48506
3.09105	0.322793	-1.86094
3.09867	1.54586	-2.24065
3.05595	0.612475	2.12645
3.06877	0.307055	-2.2104
